station,province,rows,cgn_id,cgn_name,cgn_concise,cgn_lat,cgn_lon,hr_lat,hr_lon,csd_id,wikidata_qid,coord_source
Humberstone,ONTARIO,4,FBPLO,Humberstone,UNP,42.8991667,-79.2600000,,,ON151003,,cgn_direct
Peterborough,ONTARIO,4,FDGEJ,Peterborough,CITY,44.3011111,-78.3333334,44.3,-78.3167,ON138017,Q776930,cgn_direct
"(See pages 36, 38, 39 and 40)",MANITOBA,4,,,,,,,,,,parser_artifact
(See page 23),MANITOBA,4,,,,,,,,,,parser_artifact
St. Boniface..... (See pages 26 and 40),MANITOBA,4,GAXWT,St. Boniface,UNP,49.8750000,-97.0797220,,,MB160012,Q1004192,cgn_direct
Kinley..... (See page 103),SASKATCHEWAN,4,HATVR,Kinley,VILG,52.0669520,-107.4259180,,,SK182034,Q2004280,cgn_direct
(See page 112),SASKATCHEWAN,4,,,,,,,,,,parser_artifact
Donovan (Birdview),SASKATCHEWAN,4,,,,,,,,ON148055,Q115261296,
(See page 63),SASKATCHEWAN,4,,,,,,,,,,parser_artifact
(See page 68),SASKATCHEWAN,4,,,,,,,,,,parser_artifact
(See page 82),SASKATCHEWAN,4,,,,,,,,,,parser_artifact
(See page 84),SASKATCHEWAN,4,,,,,,,,,,parser_artifact
(See page 163),ALBERTA,4,,,,,,,,,,parser_artifact
(Alliance Subdivision),ALBERTA,4,,,,,,,,,,parser_artifact
(See page 169),ALBERTA,4,,,,,,,,,,parser_artifact
Girouxville,ALBERTA,4,IAGMY,Girouxville,VILG,55.7536111,-117.3388889,,,,,cgn_direct
"Fort William..... (See pages 192, 193 and 194)",ONTARIO,4,FOBSM,Fort William,MUN2,48.3543357,-89.2626760,,,ON147036,Q1438830,cgn_direct
"West Saint John, N.B",QUEBEC,4,,,,,,,,,,
Watson..... (See page 82),SASKATCHEWAN,4,HAJRH,Watson,TOWN,52.1294167,-104.5188444,52.1167,-104.5167,SK180019,Q1917538,cgn_direct
"Winnipeg..... (See pages 26, 35, 37 and 39)",MANITOBA,4,GBEIN,Winnipeg,CITY,49.8844440,-97.1463890,0.0,0.0,MB160013,Q2135,cgn_direct
(See page 77),SASKATCHEWAN,4,,,,,,,,,,parser_artifact
Watson..... (See page 79),SASKATCHEWAN,4,HAJRH,Watson,TOWN,52.1294167,-104.5188444,52.1167,-104.5167,SK180019,Q1917538,cgn_direct
(See page 168),ALBERTA,4,,,,,,,,,,parser_artifact
"(See pages 132, 170, 171 and 172)",ALBERTA,4,,,,,,,,,,parser_artifact
ain,MANITOBA,3,,,,,,,,,,
le,MANITOBA,3,,,,,,,,,,parser_artifact
Bulyca,SASKATCHEWAN,3,HAKPX,Bulyea,,50.9864780,-104.8681850,,,,,agent_medium
Mörtlach,SASKATCHEWAN,3,HALVS,Mortlach,VILG,50.4556190,-106.0681240,,,SK177029,Q2201170,cgn_direct
Ogma,SASKATCHEWAN,3,HANDC,Ogema,,49.5736417,-104.9155639,,,,,agent_high
Tantillon,MANITOBA,3,HAMYZ,Tantallon,,50.5355108,-101.8408417,,,,,agent_high
Tatagua,SASKATCHEWAN,3,HAPKV,Tatagwa,,49.6519730,-104.0030710,,,,,agent_high
Bradshaw Siding,ALBERTA,3,,,,,,,,,,
Elliots,MANITOBA,3,,,,,,,,,,
Petrel,MANITOBA,3,GAVLO,Petrel,UNP,49.9730560,-99.3966670,0.0,0.0,,,cgn_direct
Scarth,MANITOBA,3,GAYLE,Scarth,UNP,49.7302780,-100.9497200,49.7303,-100.9497,,,cgn_direct
Griffin Siding,MANITOBA,3,,,,,,,,,,
3,ONTARIO,3,,,,,,,,,,parser_artifact
Station. 1,QUEBEC,3,,,,,,,,,,
Otterburn,MANITOBA,3,GAUPS,Otterburne,,49.4972220,-97.0516670,,,,,agent_high
Broro,SASKATCHEWAN,3,HAKMG,Brora,,50.5833837,-104.6838940,,,,,agent_medium
Engen Sdg,SASKATCHEWAN,3,,,,,,,,,,
Hazel Cliffe,MANITOBA,3,HAEXT,Hazel Cliffe,UNP,50.5666706,-101.9671423,,,,,cgn_direct
Lathom,ALBERTA,3,IACSO,Lathom,UNP,50.7225000,-112.3308333,,,,,cgn_direct
Groose Isle,MANITOBA,3,GAJYF,Grosse Isle,,50.0636110,-97.4416670,,,,,agent_high
Bladsworth,SASKATCHEWAN,3,HAEBZ,Bladworth,,51.3674199,-106.1391693,,,,,agent_high
Brier Crest,SASKATCHEWAN,3,HAKKL,Briercrest,VILG,50.1672930,-105.2649210,,,,,cgn_direct
Englebelt,SASKATCHEWAN,3,,,,,,,,,,
Lickford,SASKATCHEWAN,3,,,,,,,,,,
Steven,SASKATCHEWAN,3,HAJUU,Steen,,52.6784090,-103.5283300,,,,,agent_high
Edwin,SASKATCHEWAN,3,,,,,,49.8894,-98.515,,,hr_places
Franksburg,SASKATCHEWAN,3,,,,,,,,,,
Meham,SASKATCHEWAN,3,HALKD,Mehan,,51.2985420,-102.4428750,,,,,agent_medium
Alexander.....*,MANITOBA,3,GAANF,Alexander,UNP,49.8300000,-100.2952800,,,,,cgn_direct
Forwarren,MANITOBA,3,,,,,,,,,,
Molin,MANITOBA,3,GARTB,Moline,,50.1805560,-100.1861100,,,,,agent_high
"Rosetown, North",SASKATCHEWAN,3,HAJHC,Rosetown,TOWN,51.5548472,-107.9901833,51.55,-108.0,SK182025,Q1916875,cgn_direct
Dalesford,SASKATCHEWAN,3,HABCT,Daylesford,,52.5046810,-104.9088730,,,,,agent_high
Colville,SASKATCHEWAN,3,HADQO,Coleville,,51.7096000,-109.2452860,,,,,agent_high
Bowdon,ALBERTA,3,IAHDR,Bowden,,51.9322222,-114.0347222,,,,,agent_medium
"Edmonton, South... (Strathcona)",ALBERTA,3,IACMP,Edmonton,CITY,53.5344445,-113.4902778,53.55,-113.4667,AB199016,Q2096,cgn_direct
Hasketh,ALBERTA,3,IAJUD,Hesketh,,51.4702778,-112.9752778,,,,,agent_high
Waskatenow,ALBERTA,3,,,,,,,,,,
4,ONTARIO,3,,,,,,,,,,parser_artifact
Dubue,SASKATCHEWAN,3,HAGWP,Dubuc,,50.6832194,-102.4768694,,,,,agent_medium
Summeiberry,SASKATCHEWAN,3,HAVMF,Summerberry,,50.4259730,-103.0943080,,,,,agent_high
Dixon Siding,SASKATCHEWAN,3,HAPFK,Dixon,,52.2000270,-105.2172210,,,,,agent_high
Peace River.....*,ALBERTA,3,IAEWL,Peace River,TOWN,56.2358334,-117.2986111,56.25,-117.2833,AB203029,Q1743985,cgn_direct
Ravensorag,SASKATCHEWAN,3,HAUWL,Ravenscrag,,49.4931140,-109.0956090,,,,,agent_high
Ciemens,SASKATCHEWAN,3,HADBO,Clemens,,52.7793740,-104.5817280,,,,,agent_high
St. Boniface.....*,MANITOBA,3,GAXWT,St. Boniface,UNP,49.8750000,-97.0797220,,,MB160012,Q1004192,cgn_direct
Stations,QUEBEC,3,,,,,,,,,,parser_artifact
2,QUEBEC,3,,,,,,,,,,parser_artifact
Brook,SASKATCHEWAN,3,,,,,,,,,,
"Tichfield..... (or ""Lyons"")",SASKATCHEWAN,3,,,,,,,,,,
Carberry..... (also C.N.R.),MANITOBA,3,GAEIX,Carberry,TOWN,49.8688890,-99.3594440,0.0,0.0,MB161011,Q75894,cgn_direct
Roland..... (also C.N.R.),MANITOBA,3,GAXKB,Roland,UNP,49.3663890,-97.9400000,,,MB156006,Q1661133,cgn_direct
Eriksdale,MANITOBA,3,GAHUP,Eriksdale,UNP,50.8627780,-98.1011110,,,MB166005,Q5389053,cgn_direct
Gladstone..... (also C.P.R.),MANITOBA,3,GAJGA,Gladstone,TOWN,50.2258330,-98.9500000,50.2258,-98.95,MB164009,Q63761,cgn_direct
Jordon,MANITOBA,3,GAJND,Gordon,,49.9991670,-97.3433330,,,,,agent_medium
Miami..... E.S,MANITOBA,3,,,,,,,,,,
Minto..... (also G.N.R.),MANITOBA,3,GARLQ,Minto,UNP,49.4075000,-100.0211100,46.0847,-66.0633,MB165009,Q1660775,cgn_direct
Balcarres..... (also C.N.R.),SASKATCHEWAN,3,HACOG,Balcarres,TOWN,50.8049556,-103.5442500,0.0,0.0,SK176032,Q1909230,cgn_direct
Biggar..... (also C.N.R.),SASKATCHEWAN,3,HATVI,Biggar,TOWN,52.0634611,-107.9790750,52.0667,-108.0,SK182022,Q859632,cgn_direct
Caxton Siding,SASKATCHEWAN,3,HACFT,Caxton,,49.6833566,-103.1505045,,,,,agent_high
Gronlid..... (Edenbridge),SASKATCHEWAN,3,HAEHA,Gronlid,HAM,53.1001319,-104.4640361,53.1,-104.4667,,,cgn_direct
McPhail,SASKATCHEWAN,3,,,,,,,,,,
Regina..... (also C.N.R.),SASKATCHEWAN,3,HAIMP,Regina,CITY,50.4548389,-104.6066083,50.45,-104.6167,SK176022,Q2123,cgn_direct
Siding No. 2 Foam Lake Extension,SASKATCHEWAN,3,,,,,,,,,,
Wadena..... (also C.N.R.),SASKATCHEWAN,3,HAJMR,Wadena,TOWN,51.9459278,-103.7956750,51.95,-103.8,SK180018,Q1917448,cgn_direct
Watson..... (also C.N.R.),SASKATCHEWAN,3,HAJRH,Watson,TOWN,52.1294167,-104.5188444,52.1167,-104.5167,SK180019,Q1917538,cgn_direct
Digges,SASKATCHEWAN,3,,,,,,,,,,
Double Crossing,SASKATCHEWAN,3,,,,,,,,,,
Neuby Siding,SASKATCHEWAN,3,,,,,,,,,,
Reford..... (also C.P.R.),SASKATCHEWAN,3,HAEFM,Reford,UNP,52.3210220,-108.7110950,,,SK183013,Q7307378,cgn_direct
Regina..... (also C.P.R.),SASKATCHEWAN,3,HAIMP,Regina,CITY,50.4548389,-104.6066083,50.45,-104.6167,SK176022,Q2123,cgn_direct
Wartime..... (also C.P.R.),SASKATCHEWAN,3,HAJPX,Wartime,UNP,51.2125720,-108.1949860,51.2167,-108.1833,,,cgn_direct
Camrose..... (also C.N.R.),ALBERTA,3,IAKKF,Camrose,CITY,53.0247222,-112.8241667,53.0167,-112.8333,AB196025,Q775610,cgn_direct
Stettler..... (also C.N.R.),ALBERTA,3,IAKUR,Stettler,TOWN,52.3238889,-112.7044444,52.3167,-112.7167,AB196030,Q1746019,cgn_direct
Sylvan Lake..... (also C.N.R.),ALBERTA,3,IAMRT,Sylvan Lake,TOWN,52.3088888,-114.0977778,,,AB197026,Q2046751,cgn_direct
Borrodaile,ALBERTA,3,IAHCB,Borradaile,,53.3455556,-110.7000000,,,,,agent_high
Calthorpe,ALBERTA,3,IAKIM,Calthorpe,UNP,51.6586111,-110.1475000,,,,,cgn_direct
Eckville..... (also C.P.R.),ALBERTA,3,IACEK,Eckville,TOWN,52.3600000,-114.3669444,,,,,cgn_direct
Lafine,ALBERTA,3,IACHL,Lanfine,,51.3811111,-110.6891667,,,,,agent_high
Siding 4-4..... (Alliance Subdivision),ALBERTA,3,,,,,,,,,,
St. Boniface..... (also C.N.R.),MANITOBA,3,GAXWT,St. Boniface,UNP,49.8750000,-97.0797220,,,MB160012,Q1004192,cgn_direct
Bridgford,SASKATCHEWAN,3,HAKKI,Bridgeford,,50.9385820,-106.4200840,,,,,agent_high
Charmian,SASKATCHEWAN,3,,,,,,,,,,
Gronlid (Edenbridge),SASKATCHEWAN,3,HAEHA,Gronlid,HAM,53.1001319,-104.4640361,53.1,-104.4667,,,cgn_direct
Lenvale,SASKATCHEWAN,3,HAGEL,Lenvale,UNP,53.0166811,-104.5671473,,,,,cgn_direct
Biggar..... (also C.P.R.),SASKATCHEWAN,3,HATVI,Biggar,TOWN,52.0634611,-107.9790750,52.0667,-108.0,SK182022,Q859632,cgn_direct
Meunster,SASKATCHEWAN,3,HATTU,Muenster,,52.1911833,-104.9938000,,,,,agent_high
Paradise Hill..... (formerly Diggess),SASKATCHEWAN,3,HAPOL,Paradise Hill,VILG,53.5391800,-109.4576610,53.5333,-109.4667,SK187008,Q3087501,cgn_direct
Lènore,MANITOBA,3,GAOLT,Lenore,UNP,49.9583330,-100.7516700,49.9583,-100.7517,,,cgn_direct
McLean,MANITOBA,3,,,,,,,,SK176056,Q2201000,
Bangough,SASKATCHEWAN,3,HAKAN,Bengough,,49.3963611,-105.1283028,,,,,agent_high
Wisetown,SASKATCHEWAN,3,HANLN,Wiseton,,51.3128630,-107.6490990,,,,,agent_high
Purvis,MANITOBA,3,GAWKD,Purves,,49.1252780,-98.7325000,,,,,agent_medium
Kronan,SASKATCHEWAN,3,HAFFR,Kronau,,50.3058833,-104.2911750,,,,,agent_medium
Springaside,SASKATCHEWAN,3,HAJSH,Springside,,51.3447722,-102.7423056,,,,,agent_high
Ledue,ALBERTA,3,IACUJ,Leduc,,53.2666666,-113.5458333,,,,,agent_medium
Baldon,SASKATCHEWAN,3,HAQDI,Baildon,,50.2666940,-105.4672370,,,,,agent_high
Dumner,SASKATCHEWAN,3,,,,,,,,,,
Bryd Siding,MANITOBA,3,GADUQ,Bryd,,50.4561110,-100.6702800,,,,,agent_high
Hordean,MANITOBA,3,GALCS,Horndean,,49.1925000,-97.6555560,,,,,agent_high
East End,SASKATCHEWAN,3,HAOOQ,Eastend,TOWN,49.5163028,-108.8198083,,,SK174025,Q1521430,cgn_direct
Fusileer,SASKATCHEWAN,3,HACUB,Fusilier,,51.8472490,-109.7675000,,,,,agent_high
Howard,SASKATCHEWAN,3,,,,,,,,ON121005,,
Portrevo,SASKATCHEWAN,3,,,,,,,,,,
Nemiscan,ALBERTA,3,,,,,,,,,,
Brisbane,SASKATCHEWAN,3,,,,,,,,,,
Vancoy,SASKATCHEWAN,3,HAITT,Vanscoy,,52.0040111,-106.9736306,,,,,agent_high
Spruce Grove Centre,ALBERTA,3,,,,,,,,,,
Regina-Gilroy Br,SASKATCHEWAN,3,,,,,,,,,,
Wakow,SASKATCHEWAN,3,,,,,,,,,,
Gretna West,MANITOBA,3,,,,,,,,,,
Falliston,MANITOBA,3,GAHZM,Fallison,,49.0369440,-98.8655560,,,,,agent_high
Ipswich Siding,MANITOBA,3,GALOS,Ipswich,,50.4183330,-100.4808300,,,,,agent_high
Etizikom,ALBERTA,3,IADBE,Etzikom,,49.4769444,-111.1072222,,,,,agent_high
Methven Jct,MANITOBA,3,GARCS,Methven,,49.6191670,-99.7344440,,,,,agent_high
Campbellton,ALBERTA,3,,,,,,47.9947,-66.6811,NB031008,Q1030568,hr_places
Bradwarden,MANITOBA,3,GADMQ,Bradwardine,,49.9955560,-100.4636100,,,,,agent_high
Gri-wold,MANITOBA,3,GAJXS,Griswold,,49.7750000,-100.4708300,,,,,agent_high
Mentieth,MANITOBA,3,GARAT,Menteith,,49.5588890,-100.4427800,,,,,agent_high
Eli,MANITOBA,3,,,,,,,,,,
McCrcary,MANITOBA,3,GAQOY,McCreary,,50.7730560,-99.4922220,,,,,agent_high
Atalia,SASKATCHEWAN,3,,,,,,,,,,
Bronclacres,SASKATCHEWAN,3,,,,,,,,,,
Dyssart,SASKATCHEWAN,3,HAGZP,Dysart,,50.9428056,-104.0368861,,,,,agent_high
Habart,SASKATCHEWAN,3,,,,,,,,,,
Kandianar,SASKATCHEWAN,3,,,,,,,,,,
Moosejaw,SASKATCHEWAN,3,HALTS,Moose Jaw,CITY,50.3934194,-105.5519522,,,SK177007,Q3020588,cgn_direct
McFaggart,SASKATCHEWAN,3,HALIY,McTaggart,,49.7308972,-104.0118250,,,,,agent_high
Phappen,SASKATCHEWAN,3,HAHLM,Phippen,,52.4437730,-108.8853990,,,,,agent_high
Whitehead,SASKATCHEWAN,3,,,,,,,,MB162006,Q1661941,
Holbeck,SASKATCHEWAN,3,,,,,,,,,,
Steelesbrook,SASKATCHEWAN,3,,,,,,,,,,
Stenon,SASKATCHEWAN,3,HAJVE,Stenen,,51.9012190,-102.3843770,,,,,agent_medium
St. Bireux,SASKATCHEWAN,3,HAHFL,St. Brieux,,52.6384240,-104.8850810,,,,,agent_high
Wroton,MANITOBA,3,HATYK,Wroxton,,51.2238220,-101.8849770,,,,,agent_high
Collins,SASKATCHEWAN,3,,,,,,,,,,
Bascanne,ALBERTA,3,,,,,,,,,,
Cadosan,ALBERTA,3,IAKGZ,Cadogan,,52.3191667,-110.4486111,,,,,agent_high
Namaku,ALBERTA,3,IAMIC,Namaka,,50.9586111,-113.2925000,,,,,agent_medium
Edgerton,MANITOBA,3,,,,,,,,AB195031,Q5337810,
Grainger,MANITOBA,3,,,,,,,,,,
Heath,MANITOBA,3,,,,,,,,,,
Holden,MANITOBA,3,GALGD,Howden,,49.7113890,-97.1319440,,,AB198025,Q3139302,agent_medium
Huxley,MANITOBA,3,,,,,,,,,,
Irma,MANITOBA,3,,,,,,52.9167,-111.2333,AB195035,Q3154492,hr_places
Three Hills,MANITOBA,3,,,,,,,,AB194042,Q1743795,
Trochu,MANITOBA,3,,,,,,,,AB194043,Q517797,
Maimi,MANITOBA,3,,,,,,,,,,
St. John's,MANITOBA,3,GAXYF,St. Johns,UNP,49.9250000,-97.1333330,47.5667,-52.7333,,,cgn_direct
alia,MANITOBA,3,HABLN,Alida,,49.3890056,-101.8742889,,,,,agent_high
rtler,SASKATCHEWAN,3,,,,,,,,,,
Stranraër,SASKATCHEWAN,3,HASKF,Stranraer,,51.7068380,-108.4847560,,,,,agent_high
Vicroy,SASKATCHEWAN,3,HAJLL,Viceroy,,49.4601850,-105.3688410,,,,,agent_high
Windt orst,SASKATCHEWAN,3,HANKS,Windthorst,,50.1086140,-102.8352930,,,,,agent_high
Naisherry,SASKATCHEWAN,3,HAUTP,Naisberry,,52.8670510,-104.4735900,,,,,agent_high
Preceville,SASKATCHEWAN,3,HAHRR,Preeceville,,51.9580222,-102.6673164,,,,,agent_high
Stencen,SASKATCHEWAN,3,HAJVE,Stenen,,51.9012190,-102.3843770,,,,,agent_high
Wasca,SASKATCHEWAN,3,HAJQH,Waseca,,53.0985660,-109.4699490,,,,,agent_high
Cofax,SASKATCHEWAN,3,HADQP,Colfax,,49.9477790,-103.9913260,,,,,agent_high
Dewer Lake,SASKATCHEWAN,3,HAFZC,Dewar Lake,,51.6321760,-109.6372090,,,,,agent_high
Kootuk,ALBERTA,3,,,,,,,,,,
Trouchu,ALBERTA,3,IAOUD,Trochu,,51.8286111,-113.2280556,,,,,agent_high
Forrest.....*,MANITOBA,3,GBGWO,Forrest,UNP,49.9663890,-99.9366670,,,,,cgn_direct
Bolle Plaine,SASKATCHEWAN,3,HAQDF,Belle Plaine,,50.3931417,-105.1566722,,,,,agent_high
Lcask,SASKATCHEWAN,3,HAGCR,Leask,,53.0201528,-106.7415611,,,,,agent_medium
Collax,SASKATCHEWAN,3,HADQP,Colfax,,49.9477790,-103.9913260,,,,,agent_medium
Smilcy,SASKATCHEWAN,3,HAIWC,Smiley,,51.6341730,-109.4704840,,,,,agent_medium
"Edmonton, South... (Transcona)",ALBERTA,3,IACMP,Edmonton,CITY,53.5344445,-113.4902778,53.55,-113.4667,AB199016,Q2096,cgn_direct
Whitle,ALBERTA,3,IAPEL,Whitla,,49.8811111,-111.0533333,,,,,agent_medium
Fosterton..... (St. Vincent),SASKATCHEWAN,3,HAPGJ,Fosterton,UNP,50.4833772,-108.3840304,,,,,cgn_direct
Maryfield..... (also C.N.R.),MANITOBA,3,HAKZY,Maryfield,VILG,49.8349836,-101.5258500,49.8333,-101.5333,SK171015,Q6781183,cgn_direct
Shainrock,SASKATCHEWAN,3,,,,,,,,,,
Lloydminster..... (also C.P.R.),SASKATCHEWAN,3,HAGJP,Lloydminster,CITY,53.2779556,-109.9802528,53.2833,-110.0,SK187023,Q985674,cgn_direct
Rabbitt Lake,SASKATCHEWAN,3,HAIIO,Rabbit Lake,,53.1411110,-107.7678510,,,,,agent_high
Somme Siding,SASKATCHEWAN,3,HAIYT,Somme,,52.5790070,-102.9758260,,,,,agent_high
Calverley,ALBERTA,3,,,,,,,,,,
Alcock,ALBERTA,3,,,,,,,,,,
Morinville..... (also Northern Alberta),ALBERTA,3,IALHY,Morinville,TOWN,53.8027778,-113.6438889,53.8,-113.65,AB199020,Q1746026,cgn_direct
Thérien,ALBERTA,3,IALFC,Therien,UNP,54.2394444,-111.2566667,,,QC094046,,cgn_direct
Portage La Prairie... (See page 32),MANITOBA,3,GAWDD,Portage la Prairie,CITY,49.9727780,-98.2919440,49.9928,-98.2692,MB160011,Q1017624,cgn_direct
Melfort..... (See page 64),SASKATCHEWAN,3,HAUTW,Melfort,CITY,52.8563361,-104.6099722,52.8667,-104.6167,SK184035,Q1904228,cgn_direct
Indus..... (See page 168),ALBERTA,3,IALBH,Indus,UNP,50.9158333,-113.7800000,,,,,cgn_direct
Claymore,ALBERTA,3,IAMNH,Claysmore,,53.3441667,-111.0283333,,,,,agent_high
(See page 142),ALBERTA,3,,,,,,,,,,parser_artifact
Codesa..... (Formerly Rahab),ALBERTA,3,IAQSJ,Codesa,UNP,55.7688889,-118.0630556,,,,,cgn_direct
"Calgary..... (See pages 127, 168, 170 and 172)",ALBERTA,3,IAKID,Calgary,CITY,51.0458333,-114.0574999,0.0,0.0,AB194026,Q36312,cgn_direct
New Westminster (See page 179),BRITISH COLUMBIA,3,JAZMR,New Westminster,CITY,49.2066670,-122.9105560,0.0,0.0,BC213004,Q876122,cgn_direct
"St. John, N.B",QUEBEC,3,,,,,,,,NB032005,Q203403,
(See page 29),MANITOBA,3,,,,,,,,,,parser_artifact
Portage La Prairie. (See page 34),MANITOBA,3,GAWDD,Portage la Prairie,CITY,49.9727780,-98.2919440,49.9928,-98.2692,MB160011,Q1017624,cgn_direct
"Winnipeg..... (See pages 36, 38, 39, 40)",MANITOBA,3,GBEIN,Winnipeg,CITY,49.8844440,-97.1463890,0.0,0.0,MB160013,Q2135,cgn_direct
Brandon..... (See page 18),MANITOBA,3,GADMZ,Brandon,CITY,49.8469440,-99.9522220,49.8469,-99.9522,MB161010,Q61432,cgn_direct
St. Boniface..... (See pages 25 and 39),MANITOBA,3,GAXWT,St. Boniface,UNP,49.8750000,-97.0797220,,,MB160012,Q1004192,cgn_direct
Rosetown..... (See page 112),SASKATCHEWAN,3,HAJHC,Rosetown,TOWN,51.5548472,-107.9901833,51.55,-108.0,SK182025,Q1916875,cgn_direct
Dunblanc,SASKATCHEWAN,3,HAPNS,Dunblane,,51.2030440,-106.8807270,,,,,agent_high
Hatherleigh..... (Joint trackage),SASKATCHEWAN,3,HAEWL,Hatherleigh,UNP,53.0167383,-108.0339853,,,,,cgn_direct
Lloydminster..... (See page 65),SASKATCHEWAN,3,HAGJP,Lloydminster,CITY,53.2779556,-109.9802528,53.2833,-110.0,SK187023,Q985674,cgn_direct
Lyons..... (Also Tichfield),SASKATCHEWAN,3,HAHEU,Lyons,UNP,51.2611469,-107.0214727,,,,,cgn_direct
Rosetown..... (See page 73),SASKATCHEWAN,3,HAJHC,Rosetown,TOWN,51.5548472,-107.9901833,51.55,-108.0,SK182025,Q1916875,cgn_direct
Tichfield (See Lyons),SASKATCHEWAN,3,,,,,,,,,,
Wadena..... (See page 81),SASKATCHEWAN,3,HAJMR,Wadena,TOWN,51.9459278,-103.7956750,51.95,-103.8,SK180018,Q1917448,cgn_direct
Young..... (See page 83),SASKATCHEWAN,3,HATYM,Young,VILG,51.7652300,-105.7444680,51.7833,-105.75,SK181054,Q2205395,cgn_direct
Outlook..... (See page 70),SASKATCHEWAN,3,HANHK,Outlook,TOWN,51.4890194,-107.0526617,51.5,-107.05,SK181026,Q1916369,cgn_direct
"Saskatoon..... (See pages 113, 122 and 123)",SASKATCHEWAN,3,HAHJJ,Saskatoon,CITY,52.1396500,-106.6861833,52.1167,-106.6333,SK181020,Q10566,cgn_direct
Fincastle..... (A),ALBERTA,3,IAEQM,Fincastle,UNP,49.8083334,-112.0016667,,,,,cgn_direct
Mazeppa..... (A),ALBERTA,3,IAHVN,Mazeppa,UNP,50.6391666,-113.7369444,,,,,cgn_direct
(See page 162),ALBERTA,3,,,,,,,,,,parser_artifact
(See page 165),ALBERTA,3,,,,,,,,,,parser_artifact
Mileage 10.3,ALBERTA,3,,,,,,,,,,
Mileage 4.4,ALBERTA,3,,,,,,,,,,
Vegreville..... (See page 149),ALBERTA,3,IAOBT,Vegreville,TOWN,53.4955555,-112.0516667,53.5,-112.05,AB198021,Q1276220,cgn_direct
"Calgary..... (See pages 133, 174, 176 and 178)",ALBERTA,3,IAKID,Calgary,CITY,51.0458333,-114.0574999,0.0,0.0,AB194026,Q36312,cgn_direct
Vancouver..... (See pages 185 and 186),BRITISH COLUMBIA,3,JBRIK,Vancouver,CITY,49.2611110,-123.1138890,0.0,0.0,BC206005,Q24639,cgn_direct
New Westminster... (See page 186),BRITISH COLUMBIA,3,JAZMR,New Westminster,CITY,49.2066670,-122.9105560,0.0,0.0,BC213004,Q876122,cgn_direct
-Froude,SASKATCHEWAN,3,HAOOZ,Froude,UNP,49.6730090,-103.2809090,,,,,cgn_direct
Viceroi,SASKATCHEWAN,3,HAJLL,Viceroy,,49.4601850,-105.3688410,,,,,agent_high
Mile 102-2,SASKATCHEWAN,3,,,,,,,,,,
Somme,SASKATCHEWAN,3,HAIYT,Somme,UNP,52.5790070,-102.9758260,,,,,cgn_direct
"Saskatoon..... (See pages 113, 122 and 124)",SASKATCHEWAN,3,HAHJJ,Saskatoon,CITY,52.1396500,-106.6861833,52.1167,-106.6333,SK181020,Q10566,cgn_direct
(See page 135),ALBERTA,3,,,,,,,,,,parser_artifact
(See page 139),ALBERTA,3,,,,,,,,,,parser_artifact
New Westminster.. (See page 185),BRITISH COLUMBIA,3,JAZMR,New Westminster,CITY,49.2066670,-122.9105560,0.0,0.0,BC213004,Q876122,cgn_direct
"Calgary..... (See pages 173, 174, 175 and 177)",ALBERTA,3,IAKID,Calgary,CITY,51.0458333,-114.0574999,0.0,0.0,AB194026,Q36312,cgn_direct
New Westminster .. (See page 185),BRITISH COLUMBIA,3,JAZMR,New Westminster,CITY,49.2066670,-122.9105560,0.0,0.0,BC213004,Q876122,cgn_direct
Killaly,SASKATCHEWAN,3,HAEQO,Killaly,VILG,50.7540222,-102.8311861,,,SK175042,Q255856,cgn_direct
Donovan(Birdview),SASKATCHEWAN,3,,,,,,,,ON148055,Q115261296,
Porcupine Plain,SASKATCHEWAN,3,HAHQB,Porcupine Plain,TOWN,52.5957889,-103.2542528,,,,,cgn_direct
Young..... (See page 81),SASKATCHEWAN,3,HATYM,Young,VILG,51.7652300,-105.7444680,51.7833,-105.75,SK181054,Q2205395,cgn_direct
Fleet',ALBERTA,3,IAFBQ,Fleet,UNP,52.1533333,-111.7300000,,,,,cgn_direct
(See page 157),ALBERTA,3,,,,,,,,,,parser_artifact
Vegreville..... (See page 160),ALBERTA,3,IAOBT,Vegreville,TOWN,53.4955555,-112.0516667,53.5,-112.05,AB198021,Q1276220,cgn_direct
"Calgary..... (See pages 128, 169, 171 and 172)",ALBERTA,3,IAKID,Calgary,CITY,51.0458333,-114.0574999,0.0,0.0,AB194026,Q36312,cgn_direct
"Calgary..... (See pages 128, 169, 170 and 172)",ALBERTA,3,IAKID,Calgary,CITY,51.0458333,-114.0574999,0.0,0.0,AB194026,Q36312,cgn_direct
New Westminster.. (See page 179),BRITISH COLUMBIA,3,JAZMR,New Westminster,CITY,49.2066670,-122.9105560,0.0,0.0,BC213004,Q876122,cgn_direct
Vancouver..... (See pages 176 and 179) (Marpole),BRITISH COLUMBIA,3,JBRIK,Vancouver,CITY,49.2611110,-123.1138890,0.0,0.0,BC206005,Q24639,cgn_direct
ofd,MANITOBA,2,,,,,,,,,,
ale,MANITOBA,2,,,,,,,,,,
Mill,MANITOBA,2,,,,,,,,NS017014,Q6858441,
Candahar,SASKATCHEWAN,2,HATMY,Kandahar,,51.7580139,-104.3618278,,,,,agent_high
HitchCock,SASKATCHEWAN,2,HAPOD,Hitchcock,UNP,49.2278092,-103.1221375,,,,,cgn_direct
